accountNumber,customerID
12083092405,19078984062
12083082828,9077675402
12083012444,2079158658
12083032264,23108161581
12083034687,19089446109
12083068062,21109567966
12083015417,19089446109
12083027815,27118632747
12083090112,7028974338
12083062615,8098767998
12083070619,11039482761
12083050085,24057788035
12083074051,24057788035
12083012914,19069541635
12083075248,1129722937
12083074845,21027678943
12083082655,5038422165
12083030474,26109928709
12083090486,27069464140
12083096040,26018752441
12083026875,5038422165
12083076614,21107925438
12083093555,21077934867
12083012783,21018131365
12083079375,17029254037
12083097022,8018919554
12083068502,24057792814
12083095938,1098880082
12083080613,1129722937
12083070587,20099269465
12083072809,15028789645
12083071448,16049536513
12083024245,4118258282
12083034347,20089649192
12083095122,1098880082
12083096226,26049388961
12083089882,14128937045
12083071666,10119821321
12083053423,17059679262
12083055152,26068318045
12083056408,18059024341
12083059706,23048136439
12083023329,23048136439
12083030947,4118258282
12083040570,6128628020
12083039983,5117981638
12083087866,22048516634
12083046673,16028742995
12083012264,27069464140
12083074355,7057735097
12083080928,9118377741
12083052446,8059354874
12083044644,27129361147
12083025057,21027678943
12083068965,10069532413
12083060253,4059828170
12083013507,9079972276
12083013813,8028131590
12083038998,8018919554
12083015560,1128851705
12083066570,7028974338
12083088339,8098767998
12083063743,21077934867
12083063431,6049667523
12083026585,6128628020
12083037057,8098767998
12083079405,27069375042
12083074126,5117981638
12083076001,5049570681
12083040553,21027678943
12083062738,28059457980
12083087833,19089446109
12083019046,1098880082
12083025746,12037643996
12083041256,1069632509
12083036080,1128851705
12083039882,25037830097
12083088305,5108340538
12083052501,5117981638
12083068179,19078984062
12083097963,23048136439
12083073045,1098880082
12083030398,21058472777
12083027521,14127546446
12083022143,22039035516
12083065651,19069541635
12083030867,20049428901
12083053217,5117981638
12083043732,17029254037
12083091573,19069541635
12083089217,17128516821
12083061261,8059560213
12083028101,24057792814
12083021552,25088779037
12083036112,8059354874
12083075679,14127546446
12083065871,21027678943
12083045261,11039482761
12083021572,24057788035
12083093729,26068318045
12083026500,21058472777
12083099423,5048623838
12083050274,1069039275
12083071311,1109494793
12083048351,1109494793
12083061283,24069153215
12083078845,26048086698
12083090344,19037953591
12083023166,8059560213
12083073176,18059024341
12083097603,1109494793
12083015227,18107780282
12083068642,23048136439
12083092682,19037953591
12083079648,14119011658
12083043820,25068066516
12083014795,21058472777
12083078485,26049388961
12083081374,26049388961
12083021507,6128628020
12083058041,6049667523
12083012416,7028974338
12083069739,26048086698
12083097624,9088641319
12083088216,28027711169
12083049857,6128628020
12083035610,8059560213
12083070900,1069632509
12083036873,19078984062
12083075000,1128851705
12083053580,11039482761
12083046296,23048136439
12083028036,6049667523
12083017775,17029254037
12083014128,27129361147
12083026915,8059560213
12083018210,19037953591
12083045694,26048086698
12083031122,22039035516
12083064562,21058472777
12083017974,1109494793
12083052499,17029254037
12083027081,26048086698
12083043180,26048086698
12083022712,1098880082
12083025561,1069039275
12083058124,26109928709
12083037420,26068318045
12083091030,28027711169
12083040623,1099516530
12083045564,28118553085
12083018987,12037643996
12083029553,26109928709
12083090424,27069375042
12083049698,26048086698
12083055623,14128937045
12083041610,6128628020
12083023750,16028742995
12083082874,17029254037
12083094970,28059457980
12083062939,20099269465
12083054229,21109567966
12083040930,3109931847
12083075639,8059560213
12083038541,12037643996
12083079902,5038422165
12083037051,19078984062
12083020702,21027678943
12083055679,24057788035
12083019265,5049570681
12083042419,17029254037
12083087502,8059560213
12083013404,1109494793
12083096348,4059828170
12083026103,5107647063
12083023183,2079158658
12083016223,11039482761
12083033150,1109494793
12083062217,20079055527
12083039608,5107647063
12083054896,5107647063
12083068473,10069532413
12083033580,1128851705
12083050769,28027711169
12083031841,24069153215
12083050705,8059354874
12083091684,6128628020
12083062346,14127546446
12083013471,5117981638
12083066385,1098880082
12083055089,11069264538
12083071393,26018752441
12083046088,26048086698
12083025251,9077675402
12083065085,1069632509
12083025762,6119615035
12083022124,8098767998
12083026777,14128937045
12083037654,14128937045
12083021926,23108161581
12083042064,22048516634
12083017505,9088641319
12083052384,26018752441
12083053389,10119821321
12083069810,24069153215
12083092816,26048086698
12083064476,21109567966
12083057007,25088779037
12083047213,17029254037
12083069549,25088779037
12083099442,27069464140
12083094439,14099753285
12083030773,20018036254
12083015625,20018036254
12083019057,28027711169
12083079463,16049536513
12083069305,21018131365
12083095774,26048086698
12083081608,1129722937
12083066617,19069541635
12083014276,6049667523
12083054040,8059354874
12083067079,19037953591
12083020743,1069039275
12083025228,12037643996
12083065413,4059828170
12083082236,27118632747
12083093762,17059679262
12083092319,11069264538
12083030469,21018131365
12083020378,22039035516
12083078537,1128851705
12083025455,16119710289
12083092600,5049570681
12083030517,28118553085
12083029576,26109928709
12083069608,1069039275
12083062811,17128516821
12083084516,25088779037
12083083417,12037643996
12083028291,23068394057
12083039048,1037623509
12083017582,8028131590
12083035647,1099516530
12083064254,24057792814
12083032652,27118632747
12083045207,11069264538
12083095649,5049570681
12083019463,26049388961
12083080490,5107647063
12083038693,24057792814
12083019342,11039482761
12083077655,16028742995
12083061098,8018919554
12083046813,1037623509
12083015112,23048136439
12083035938,5117981638
12083052236,15028789645
12083084776,8059560213
12083018644,7017559190
12083013995,4118258282
12083089347,1037623509
12083019210,19037953591
12083026970,19037953591
12083020394,14119011658
12083067213,8098767998
12083044597,2079158658
12083069798,1069039275
12083088551,21027678943
12083075872,19078984062
12083073548,20089649192
12083024509,5048623838
12083087416,25068066516
12083058361,9077675402
12083086119,9079972276
12083032125,28027711169
12083066210,7057735097
12083045164,1109494793
12083018159,20049428901
12083058978,18129611675
12083052262,20079055527
12083057438,18059024341
12083061392,1098880082
12083096399,21118350357
12083089764,8028131590
12083097719,1069039275
12083063869,20049428901
12083016922,16028742995
12083093757,4118258282
12083041509,21018131365
12083074077,7049733290
12083023902,7017559190
12083086394,16049536513
12083011809,1099516530
12083045245,26018752441
12083081457,6119615035
12083025656,4059828170
12083069727,15028789645
12083028768,18059024341
12084188656,21025923056
12084576966,14048948730
12084271819,4019760850
12084134929,9015753712
12084123400,22025044689
12084403995,13039981030
12084360179,21078326877
12084831855,17015444003
12084160345,8089685067
12084715397,1085431145
12084632624,15037288536
12084910985,14119885178
12084186076,22049981113
12084654805,28049879167
12084602048,9025275084
12084399328,1037989390
12084028715,16068062415
12084175913,27109328447
12084343491,18079150512
12084207937,27049731384
12084625922,25055999151
12084941400,15105395737
12084587124,21087171988
12084274830,18025260488
12084769342,6096038674
12084442397,15095987438
12084322121,23056022052
12084708297,1047988224
12084428924,18109251376
12084200949,15069350349
12084771691,1068644452
12084149521,14119496625
12084621061,8039629767
12084110280,5127062312
12084401916,18048320079
12084042473,19039823500
12084531782,23046865252
12084533737,2127427872
12084760942,9017852304
12084909862,28085292556
12084834747,14079181872
12084915775,12028538733
12084541258,11055736053
12084016729,25068643253
12084595896,22059561712
12084668302,7015243153
12084278067,3045947981
12084367883,15108533911
12084322815,28068222792
12084586603,19058990886
12084489335,17088937237
12084353273,28027124217
12084890463,8115429161
12084381076,20038829396
12084642511,12087484959
12084707232,9037639042
12084019954,21105538333
12084864597,11039055230
12084982615,2086467745
12084481692,17066752539
12084295678,13117425994
12084268226,5129823908
12084037147,9066086179
12084757109,5105347656
12084550704,3065368097
12084661234,4019350929
12084470917,1119543323
12084504914,7128534773
12084148385,8098228833
12084357608,26126150816
12084862758,15075561153
12084817281,15116435945
12084135970,9059892198
12084860680,16106156825
12084194090,25028470553
12084697995,16026777232
12084840103,4086489766
12084121538,12069090970
12084442124,7098898518
12084669119,18075367380
12084726871,8125493733
12084264094,1027128679
12084129675,3086629469
12084473620,11098086202
12084355817,21107074574
12084882200,9025275084
12084586683,27109386774
12084957450,15019480333
12084587949,25056756104
12084393821,14078925239
12084512782,25068033142
12084704058,4078856378
12084043238,3097826022
12084030846,3056826934
12084072507,20078427464
12084944335,14105483911
12084449031,13018088280
12084361426,7117424951
12084250009,18076956573
12084359264,2096355926
12084331563,10119457716
12084867438,19035445293
12084675998,6089370152
12084749566,24019853428
12084714688,16046231845
12084559874,3059953168
12084159948,15076689980
12084946618,4015362553
12084669720,4047669850
12084880505,14076660041
12084860871,26118295783
12084551577,25105622553
12084055601,16019620144
12084059271,17076651941
12084931530,13016696846
12084195455,27059674052
12084893743,20106998557
12084730794,28037026817
12084031861,11129257256
12084619592,13039468930
12084487365,28095898220
12084693710,8119730562
12084398291,4108245425
12084500091,28047996842
12084716854,18025343997
12084239531,11127981056
12084776366,9086852318
12084064110,9109398128
12084923434,4045697948
12084593729,21068473712
12084148568,20019880999
12084621304,13115431107
12084107733,23079074107
12084186748,21057736154
12084989446,5018445383
12084535478,21056096704
12084655680,15039921113
12084571076,25078980607
12084842811,9127722546
12084094764,14119230341
12084407700,21119128257
12084657857,18065594699
12084684198,9119879143
12084722267,18026144788
12084164514,9128179947
12084246238,4115845512
12084721042,20029453696
12084019519,9098392619
12084221324,7055590273
12084376476,26048629890
12084920360,7086845056
12084526862,17088579970
12084996554,22109232325
12084481948,14036421292
12084397441,26025891476
12084038169,5088373239
12084651670,9037657205
12084599630,4037552345
12084802031,4105393492
12084774512,26128858471
12084076604,14127497026
12084484492,23057663455
12084622217,3037165255
12084886850,23116389965
12084348637,11059295321
12084150244,27025491762
12084938124,7117048019
12084130085,3029078188
12084451388,23038437431
12084734093,15075451079
12084021067,14127879970
12084323509,5017950834
12084453131,13048287694
12084020003,24046670522
12084227147,28016866894
12084241742,6117658047
12084012710,20058766053
