,customerID,PersonalNumber,firstName,lastName,dateOfBirth,gender,nationality,addressStreet,addressPostalCode,addressCity,addressCountry,phoneNumber,email,idnumber,idType
,24109649150,24109649150,Tonje,Bjørvik,1996-10-24,Male,Norwegian,Casper Lundes veg 245,7098,SAUPSTAD,Norway,438 18 855,Tonje.Bjørvik@gmail.com,2484882294,Driving License
,21019491070,21019491070,Emilie,Søberg,1994-01-21,Male,Norwegian,Hasledalen 63,1621,GRESSVIK,Norway,974 00 193,Emilie.Søberg@gmail.com,7550157505,Driving License
,09079972276,09079972276,Leah,Bjørseth,1999-07-09,Male,Norwegian,Odins vei 131,1811,ASKIM,Norway,470 03 321,Leah.Bjørseth@gmail.com,4864674588,Driving License
,21077934867,21077934867,Nora,Grønhaug,1979-07-21,Male,Norwegian,Oldfunnveien 48,4041,HAFRSFJORD,Norway,460 17 350,Nora.Grønhaug@gmail.com,7887191839,Passport
,21107925438,21107925438,Emil,Haga,1979-10-21,Male,Norwegian,Henrik Ibsens gate 178,4319,SANDNES,Norway,952 37 857,Emil.Haga@gmail.com,9089820813,Driving License
,21118350357,21118350357,Maria,Skjevik,1983-11-21,Male,Norwegian,Randulveien 102,1654,SELLEBAKK,Norway,960 84 979,Maria.Skjevik@gmail.com,5750407470,Driving License
,25068066516,25068066516,Fredrik,Solem,1980-06-25,Female,Norwegian,Lilleakerveien 212,1708,SARPSBORG,Norway,993 63 357,Fredrik.Solem@gmail.com,9030572533,Driving License
,19069541635,19069541635,Thomas,Sandvold,1995-06-19,Male,Norwegian,O. J. Brochs gate 28,5006,BERGEN,Norway,432 82 553,Thomas.Sandvold@gmail.com,6780255051,Passport
,27069464140,27069464140,Henriette,Hansen,1994-06-27,Female,Norwegian,Snekkerstubakken 145,1738,BORGENHAUGEN,Norway,464 05 807,Henriette.Hansen@gmail.com,2642496452,Passport
,06049667523,06049667523,Isabella,Danielsen,1996-04-06,Female,Norwegian,Holteveien 200,4639,KRISTIANSAND S,Norway,497 79 173,Isabella.Danielsen@gmail.com,2123278839,Passport
,20079055527,20079055527,Frida,Hagberg,1990-07-20,Male,Norwegian,Asbjørnbakken 44,3610,KONGSBERG,Norway,973 57 505,Frida.Hagberg@gmail.com,3663963619,Passport
,09118377741,09118377741,Julia,Simensen,1983-11-09,Male,Norwegian,Aspveien 35,8209,FAUSKE,Norway,910 42 036,Julia.Simensen@gmail.com,8949447893,Driving License
,04059828170,04059828170,Jonas,Hovland,1998-05-04,Male,Norwegian,Lilletuneveien 83,1711,SARPSBORG,Norway,495 48 375,Jonas.Hovland@gmail.com,2409286240,Passport
,01098880082,01098880082,Elias,Bøe,1988-09-01,Male,Norwegian,Øystein Møylas veg 25,7037,TRONDHEIM,Norway,491 92 090,Elias.Bøe@gmail.com,4152626600,Driving License
,15028789645,15028789645,Sofie,Torgersen,1987-02-15,Male,Norwegian,Fredheimlia 61,1362,HOSLE,Norway,956 14 076,Sofie.Torgersen@gmail.com,5337630232,Passport
,22039035516,22039035516,Othelie,Ekeland,1990-03-22,Male,Norwegian,Gramsborgveien 94,3032,DRAMMEN,Norway,420 11 312,Othelie.Ekeland@gmail.com,9819073184,Passport
,16119710289,16119710289,Simon,Hansen,1997-11-16,Female,Norwegian,Barkedalsskogen 156,1675,KRÅKERØY,Norway,489 63 981,Simon.Hansen@gmail.com,7566872497,Passport
,14128937045,14128937045,Leah,Nerland,1989-12-14,Male,Norwegian,Bryns vei 154,7018,TRONDHEIM,Norway,919 32 076,Leah.Nerland@gmail.com,2518069448,Passport
,25088779037,25088779037,Abdul,Lie,1987-08-25,Male,Norwegian,Bergsbakken 9,3616,KONGSBERG,Norway,937 99 703,Abdul.Lie@gmail.com,6566391882,Passport
,08028131590,08028131590,Max,Johnsen,1981-02-08,Female,Norwegian,O H Holtas gate 110,3678,NOTODDEN,Norway,431 80 271,Max.Johnsen@gmail.com,8890350680,Driving License
,11039482761,11039482761,Emil,Fosse,1994-03-11,Male,Norwegian,Rådyrveien 77,1534,MOSS,Norway,418 64 785,Emil.Fosse@gmail.com,9745516140,Passport
,11069264538,11069264538,Emmett,Søgård,1992-06-11,Male,Norwegian,Sankt Halvards gate 174,3015,DRAMMEN,Norway,474 35 839,Emmett.Søgård@gmail.com,8907095189,Driving License
,19078984062,19078984062,Noah,Pedersen,1989-07-19,Female,Norwegian,Tors vei 120,9511,ALTA,Norway,986 62 728,Noah.Pedersen@gmail.com,1641652525,Passport
,14117689087,14117689087,Lotte,Berglund,1976-11-14,Female,Norwegian,Karensfryd 106,5160,LAKSEVÅG,Norway,415 71 219,Lotte.Berglund@gmail.com,4293022284,Passport
,25037830097,25037830097,Markus,Thomassen,1978-03-25,Male,Norwegian,Røstmoen 65,9518,ALTA,Norway,913 45 148,Markus.Thomassen@gmail.com,2265671123,Passport
,05048623838,05048623838,Edwin,Aasebø,1986-04-05,Male,Norwegian,Grinddalen 208,6520,FREI,Norway,436 84 390,Edwin.Aasebø@gmail.com,9527541883,Driving License
,14099753285,14099753285,Markus,Olsen,1997-09-14,Male,Norwegian,Lyngveien 80,5101,EIDSVÅGNESET,Norway,478 70 660,Markus.Olsen@gmail.com,4592103942,Passport
,17029254037,17029254037,Aksel,Arnesen,1992-02-17,Female,Norwegian,Henrichsens gate 76,0169,OSLO,Norway,989 47 381,Aksel.Arnesen@gmail.com,9770027227,Passport
,21109567966,21109567966,Sarah,Brenden,1995-10-21,Male,Norwegian,Hareveien 246,1712,GRÅLUM,Norway,944 85 932,Sarah.Brenden@gmail.com,1836338772,Driving License
,09088641319,09088641319,Sindre,Torgersen,1986-08-09,Male,Norwegian,Elmholtveien 117,0281,OSLO,Norway,993 86 767,Sindre.Torgersen@gmail.com,9031132948,Driving License
,10119821321,10119821321,Isak,Stensrud,1998-11-10,Male,Norwegian,Advokat Bergs gate 234,4009,STAVANGER,Norway,953 68 241,Isak.Stensrud@gmail.com,6047643061,Driving License
,12037643996,12037643996,Sofia,Larssen,1976-03-12,Male,Norwegian,M.S. Pedersens vei 28,3117,TØNSBERG,Norway,970 26 978,Sofia.Larssen@gmail.com,9016496568,Driving License
,01099516530,01099516530,Ella,Brekke,1995-09-01,Female,Norwegian,Vågsbotn 161,5131,NYBORG,Norway,423 25 092,Ella.Brekke@gmail.com,4800158646,Passport
,26068318045,26068318045,Amalie,Solvang,1983-06-26,Female,Norwegian,Solåsbakken 106,1671,KRÅKERØY,Norway,981 93 648,Amalie.Solvang@gmail.com,3677137193,Driving License
,24057792814,24057792814,Anders,Berge,1977-05-24,Male,Norwegian,Helge Væringsaasens veg 24,2408,ELVERUM,Norway,452 87 733,Anders.Berge@gmail.com,4125270720,Passport
,21018131365,21018131365,Eleah,Borgersen,1981-01-21,Male,Norwegian,Hagåsveien 105,3219,SANDEFJORD,Norway,461 02 544,Eleah.Borgersen@gmail.com,2086035032,Passport
,08059354874,08059354874,Lasse,Ali,1993-05-08,Female,Norwegian,Skeieneset 155,4085,HUNDVÅG,Norway,941 41 903,Lasse.Ali@gmail.com,4927152171,Driving License
,09077675402,09077675402,Mille,Somby,1976-07-09,Female,Norwegian,Furutoppen 140,8209,FAUSKE,Norway,429 53 053,Mille.Somby@gmail.com,6643303798,Driving License
,21058472777,21058472777,Ellen,Kristiansen,1984-05-21,Female,Norwegian,Kvartsveien 239,1784,HALDEN,Norway,437 62 909,Ellen.Kristiansen@gmail.com,1375124270,Passport
,08059560213,08059560213,Mathea,Rustad,1995-05-08,Female,Norwegian,Bjorveien 174,1712,GRÅLUM,Norway,465 09 535,Mathea.Rustad@gmail.com,6011721574,Driving License
,01069039275,01069039275,Saga,Nordsveen,1990-06-01,Female,Norwegian,Grimseiddalen 152,5239,RÅDAL,Norway,972 60 656,Saga.Nordsveen@gmail.com,3664867334,Passport
,19089446109,19089446109,Erik,Fossum,1994-08-19,Male,Norwegian,Sleipners vei 222,1349,RYKKINN,Norway,447 24 042,Erik.Fossum@gmail.com,3074353182,Passport
,19037953591,19037953591,Live,Nicolaysen,1979-03-19,Male,Norwegian,Sandesund terrasse 233,1724,SARPSBORG,Norway,433 09 199,Live.Nicolaysen@gmail.com,7493691718,Driving License
,14119011658,14119011658,Lea,Knutsen,1990-11-14,Female,Norwegian,Ole Thorkelsens vei 58,3513,HØNEFOSS,Norway,434 49 770,Lea.Knutsen@gmail.com,1083572162,Passport
,26049388961,26049388961,Håvard,Nielsen,1993-04-26,Female,Norwegian,Spurvestien 2,5073,BERGEN,Norway,458 97 744,Håvard.Nielsen@gmail.com,7291622755,Driving License
,18129611675,18129611675,Anna,Jensen,1996-12-18,Male,Norwegian,Amalie Jessens vei 17,3182,HORTEN,Norway,446 66 337,Anna.Jensen@gmail.com,5859617558,Passport
,07049733290,07049733290,Lise,Werner,1997-04-07,Male,Norwegian,Gamlevegen 195,3922,PORSGRUNN,Norway,914 93 283,Lise.Werner@gmail.com,1609851902,Passport
,14049561385,14049561385,Leo,Thomassen,1995-04-14,Female,Norwegian,Herlof Steens gate 148,1632,GAMLE FREDRIKSTAD,Norway,952 16 254,Leo.Thomassen@gmail.com,3552423283,Passport
,05117981638,05117981638,Jonas,Bjørgan,1979-11-05,Male,Norwegian,Parkstien 233,1621,GRESSVIK,Norway,991 21 494,Jonas.Bjørgan@gmail.com,8529148772,Passport
,07057735097,07057735097,Isabel,Johnsen,1977-05-07,Male,Norwegian,Surtetjønn-vegen 39,3684,NOTODDEN,Norway,983 67 426,Isabel.Johnsen@gmail.com,7704780469,Passport
,18059024341,18059024341,Edvin,Paulsen,1990-05-18,Female,Norwegian,Hagellia 97,5914,ISDALSTØ,Norway,919 07 422,Edvin.Paulsen@gmail.com,7808827535,Driving License
,01129722937,01129722937,Fatima,Rasmussen,1997-12-01,Female,Norwegian,Tirilveien 136,0875,OSLO,Norway,967 89 167,Fatima.Rasmussen@gmail.com,8297746698,Passport
,18107780282,18107780282,Hedda,Magnussen,1977-10-18,Female,Norwegian,Per Lykkes veg 94,7022,TRONDHEIM,Norway,440 05 765,Hedda.Magnussen@gmail.com,3267562269,Driving License
,20089649192,20089649192,Ingrid,Jentoft,1996-08-20,Female,Norwegian,Bjørnebærveien 249,3032,DRAMMEN,Norway,472 78 623,Ingrid.Jentoft@gmail.com,7266475702,Driving License
,22048516634,22048516634,Madeleine,Thorkildsen,1985-04-22,Female,Norwegian,Tunet 41,3185,SKOPPUM,Norway,425 35 346,Madeleine.Thorkildsen@gmail.com,8093690960,Driving License
,23048136439,23048136439,Alvin,Kristensen,1981-04-23,Female,Norwegian,Ingemann Torps vei 89,7040,TRONDHEIM,Norway,420 08 277,Alvin.Kristensen@gmail.com,6776477720,Passport
,14127546446,14127546446,Joakim,Rønningen,1975-12-14,Female,Norwegian,Orionveien 192,1513,MOSS,Norway,963 86 341,Joakim.Rønningen@gmail.com,7790525384,Passport
,28118553085,28118553085,Maja,Alstad,1985-11-28,Female,Norwegian,Joakim Anderssens gate 37,6007,ÅLESUND,Norway,993 68 325,Maja.Alstad@gmail.com,2080932642,Driving License
,04118258282,04118258282,Ryan,Strøm,1982-11-04,Male,Norwegian,Terneveien 167,0575,OSLO,Norway,924 04 575,Ryan.Strøm@gmail.com,3853394701,Passport
,16028742995,16028742995,Ida,Berg,1987-02-16,Male,Norwegian,Johan Sverdrups vei 129,0580,OSLO,Norway,412 90 895,Ida.Berg@gmail.com,6333408240,Driving License
,28027711169,28027711169,Emilia,Baustad,1977-02-28,Female,Norwegian,Smiestykket 161,1344,HASLUM,Norway,421 07 236,Emilia.Baustad@gmail.com,5903376669,Driving License
,05108340538,05108340538,Jørgen,Hagen,1983-10-05,Male,Norwegian,Rynesåsen 58,8665,MOSJØEN,Norway,432 65 331,Jørgen.Hagen@gmail.com,4940840020,Passport
,06119615035,06119615035,Aryan,Sjursen,1996-11-06,Male,Norwegian,Jernbanesvingen 150,1400,SKI,Norway,981 48 453,Aryan.Sjursen@gmail.com,7759121773,Passport
